Customers,,,,,,
customer_id,signup_date,signup_month,initial_plan,billing_cycle,acquisition_channel,region
CUST0402,2024-09-04,2024-09,Starter,Monthly,Outbound Sales,South
CUST0403,2024-09-25,2024-09,Pro,Annual,Outbound Sales,East
CUST0404,2024-09-18,2024-09,Starter,Monthly,Paid Ads,East
CUST0405,2024-09-17,2024-09,Growth,Monthly,Outbound Sales,International
CUST0406,2024-09-22,2024-09,Starter,Annual,Partner,North
CUST0407,2024-09-12,2024-09,Starter,Monthly,Referral,International
CUST0408,2024-09-07,2024-09,Enterprise,Annual,Partner,International
CUST0409,2024-09-02,2024-09,Starter,Monthly,Paid Ads,East
CUST0410,2024-09-05,2024-09,Pro,Monthly,Partner,International
CUST0411,2024-09-11,2024-09,Starter,Annual,Paid Ads,West
CUST0412,2024-09-10,2024-09,Enterprise,Annual,Partner,East
CUST0413,2024-09-16,2024-09,Growth,Monthly,Partner,East
CUST0414,2024-10-11,2024-10,Growth,Monthly,Organic Search,West
CUST0415,2024-10-24,2024-10,Growth,Annual,Organic Search,International
CUST0416,2024-10-26,2024-10,Growth,Annual,Partner,International
CUST0417,2024-10-16,2024-10,Starter,Monthly,Paid Ads,International
CUST0418,2024-10-27,2024-10,Growth,Monthly,Outbound Sales,South
CUST0419,2024-10-19,2024-10,Pro,Monthly,Organic Search,South
CUST0420,2024-10-05,2024-10,Starter,Monthly,Outbound Sales,South
CUST0421,2024-10-30,2024-10,Starter,Annual,Outbound Sales,North
CUST0422,2024-10-18,2024-10,Growth,Monthly,Referral,West
CUST0423,2024-10-06,2024-10,Growth,Monthly,Outbound Sales,International
CUST0424,2024-10-25,2024-10,Starter,Monthly,Referral,International
CUST0425,2024-10-09,2024-10,Growth,Annual,Partner,East
CUST0426,2024-10-10,2024-10,Starter,Annual,Referral,South
CUST0427,2024-10-16,2024-10,Growth,Monthly,Referral,International
CUST0428,2024-10-09,2024-10,Enterprise,Annual,Referral,North
CUST0429,2024-10-29,2024-10,Growth,Monthly,Outbound Sales,East
CUST0430,2024-10-10,2024-10,Enterprise,Annual,Organic Search,East
CUST0431,2024-10-30,2024-10,Enterprise,Monthly,Outbound Sales,East
CUST0432,2024-10-27,2024-10,Growth,Monthly,Partner,East
CUST0433,2024-10-05,2024-10,Enterprise,Monthly,Organic Search,International
CUST0434,2024-10-02,2024-10,Growth,Monthly,Partner,South
CUST0435,2024-10-14,2024-10,Growth,Monthly,Referral,West
CUST0436,2024-10-01,2024-10,Starter,Annual,Partner,South
CUST0437,2024-11-29,2024-11,Starter,Annual,Outbound Sales,West
CUST0438,2024-11-10,2024-11,Growth,Annual,Referral,East
CUST0439,2024-11-03,2024-11,Growth,Annual,Partner,South
CUST0440,2024-11-30,2024-11,Growth,Annual,Organic Search,South
CUST0441,2024-11-30,2024-11,Starter,Annual,Organic Search,West
CUST0442,2024-11-24,2024-11,Pro,Monthly,Referral,North
CUST0443,2024-11-04,2024-11,Starter,Monthly,Referral,East
CUST0444,2024-11-17,2024-11,Growth,Monthly,Outbound Sales,South
CUST0445,2024-11-07,2024-11,Pro,Monthly,Organic Search,East
CUST0446,2024-11-09,2024-11,Starter,Monthly,Paid Ads,North
CUST0447,2024-11-19,2024-11,Growth,Annual,Paid Ads,South
CUST0448,2024-11-13,2024-11,Growth,Monthly,Outbound Sales,International
CUST0449,2024-11-04,2024-11,Starter,Monthly,Paid Ads,South
CUST0450,2024-11-01,2024-11,Growth,Annual,Referral,West
CUST0451,2024-11-11,2024-11,Starter,Annual,Referral,International
CUST0452,2024-11-21,2024-11,Growth,Monthly,Referral,South
CUST0453,2024-11-10,2024-11,Starter,Monthly,Paid Ads,West
CUST0454,2024-11-29,2024-11,Growth,Annual,Referral,North
CUST0455,2024-11-12,2024-11,Growth,Annual,Partner,South
CUST0456,2024-11-05,2024-11,Starter,Monthly,Outbound Sales,International
CUST0457,2024-11-30,2024-11,Starter,Annual,Outbound Sales,International
CUST0458,2024-11-25,2024-11,Pro,Annual,Paid Ads,International
CUST0459,2024-12-15,2024-12,Pro,Monthly,Partner,East
CUST0460,2024-12-02,2024-12,Starter,Monthly,Partner,International
CUST0461,2024-12-06,2024-12,Starter,Monthly,Referral,International
CUST0462,2024-12-23,2024-12,Starter,Monthly,Partner,West
CUST0463,2024-12-26,2024-12,Starter,Monthly,Organic Search,West
CUST0464,2024-12-19,2024-12,Starter,Monthly,Organic Search,International
CUST0465,2024-12-24,2024-12,Growth,Annual,Organic Search,West
CUST0466,2024-12-07,2024-12,Starter,Monthly,Partner,North
CUST0467,2024-12-03,2024-12,Starter,Monthly,Partner,North
CUST0468,2024-12-30,2024-12,Enterprise,Monthly,Outbound Sales,Unknown
CUST0469,2024-12-05,2024-12,Starter,Monthly,Outbound Sales,East
CUST0470,2024-12-28,2024-12,Enterprise,Monthly,Outbound Sales,West
CUST0471,2024-12-28,2024-12,Starter,Annual,Partner,South
CUST0472,2024-12-06,2024-12,Growth,Monthly,Partner,West
CUST0473,2024-12-08,2024-12,Growth,Annual,Organic Search,North
CUST0474,2024-12-24,2024-12,Enterprise,Monthly,Partner,West
CUST0475,2024-12-08,2024-12,Growth,Annual,Outbound Sales,East
CUST0476,2025-01-29,2025-01,Starter,Monthly,Organic Search,North
CUST0477,2025-01-25,2025-01,Pro,Monthly,Organic Search,South
CUST0478,2025-01-02,2025-01,Starter,Monthly,Outbound Sales,International
CUST0479,2025-01-08,2025-01,Growth,Annual,Organic Search,West
CUST0480,2025-01-25,2025-01,Starter,Monthly,Organic Search,South
CUST0481,2025-01-27,2025-01,Growth,Monthly,Partner,East
CUST0482,2025-01-27,2025-01,Growth,Annual,Referral,South
CUST0483,2025-01-22,2025-01,Starter,Monthly,Partner,South
CUST0484,2025-01-18,2025-01,Starter,Monthly,Partner,South
CUST0485,2025-01-16,2025-01,Growth,Monthly,Organic Search,East
CUST0486,2025-01-26,2025-01,Enterprise,Monthly,Partner,East
CUST0487,2025-01-10,2025-01,Growth,Monthly,Outbound Sales,South
CUST0488,2025-01-28,2025-01,Pro,Monthly,Paid Ads,East
CUST0489,2025-01-15,2025-01,Pro,Monthly,Organic Search,International
CUST0490,2025-01-17,2025-01,Starter,Monthly,Paid Ads,West
CUST0491,2025-01-21,2025-01,Starter,Monthly,Organic Search,West
CUST0492,2025-01-24,2025-01,Pro,Monthly,Paid Ads,North
CUST0493,2025-01-20,2025-01,Starter,Monthly,Organic Search,North
CUST0494,2025-01-24,2025-01,Starter,Annual,Partner,South
CUST0495,2025-01-11,2025-01,Growth,Annual,Referral,North
CUST0496,2025-01-24,2025-01,Starter,Monthly,Organic Search,West
CUST0497,2025-01-23,2025-01,Pro,Monthly,Paid Ads,West
CUST0498,2025-02-25,2025-02,Pro,Monthly,Referral,West
CUST0499,2025-02-10,2025-02,Growth,Monthly,Referral,East
CUST0500,2025-02-04,2025-02,Growth,Monthly,Outbound Sales,East
CUST0501,2025-02-14,2025-02,Pro,Monthly,Organic Search,International
CUST0502,2025-02-01,2025-02,Pro,Annual,Referral,International
CUST0503,2025-02-14,2025-02,Enterprise,Monthly,Referral,South
CUST0504,2025-02-19,2025-02,Starter,Monthly,Paid Ads,West
CUST0505,2025-02-11,2025-02,Growth,Annual,Referral,West
CUST0506,2025-02-16,2025-02,Enterprise,Monthly,Outbound Sales,South
CUST0507,2025-02-05,2025-02,Growth,Monthly,Partner,West
CUST0508,2025-02-21,2025-02,Starter,Annual,Organic Search,International
CUST0509,2025-02-27,2025-02,Starter,Annual,Organic Search,North
CUST0510,2025-02-08,2025-02,Starter,Annual,Organic Search,South
CUST0511,2025-02-12,2025-02,Starter,Monthly,Organic Search,International
CUST0512,2025-02-16,2025-02,Growth,Annual,Outbound Sales,North
CUST0513,2025-02-01,2025-02,Starter,Monthly,Organic Search,International
CUST0514,2025-02-10,2025-02,Growth,Monthly,Organic Search,International
CUST0515,2025-02-26,2025-02,Pro,Monthly,Paid Ads,North
CUST0516,2025-02-08,2025-02,Pro,Monthly,Paid Ads,International
CUST0517,2025-02-09,2025-02,Growth,Annual,Outbound Sales,North
CUST0518,2025-03-19,2025-03,Starter,Monthly,Paid Ads,South
CUST0519,2025-03-03,2025-03,Starter,Annual,Organic Search,North
CUST0520,2025-03-16,2025-03,Starter,Monthly,Organic Search,North
CUST0521,2025-03-28,2025-03,Growth,Monthly,Outbound Sales,East
CUST0522,2025-03-04,2025-03,Growth,Annual,Partner,North
CUST0523,2025-03-23,2025-03,Starter,Annual,Partner,West
CUST0524,2025-03-22,2025-03,Starter,Annual,Referral,International
CUST0525,2025-03-30,2025-03,Growth,Monthly,Unknown,North
CUST0526,2025-03-25,2025-03,Enterprise,Monthly,Outbound Sales,North
CUST0527,2025-03-19,2025-03,Starter,Monthly,Outbound Sales,International
CUST0528,2025-03-05,2025-03,Starter,Annual,Organic Search,International
CUST0529,2025-03-04,2025-03,Growth,Monthly,Outbound Sales,South
CUST0530,2025-03-25,2025-03,Pro,Monthly,Partner,International
CUST0531,2025-03-01,2025-03,Starter,Annual,Referral,West
CUST0532,2025-03-31,2025-03,Growth,Monthly,Outbound Sales,West
CUST0533,2025-03-13,2025-03,Starter,Monthly,Organic Search,International
CUST0534,2025-03-03,2025-03,Starter,Monthly,Organic Search,East
CUST0535,2025-03-21,2025-03,Starter,Annual,Paid Ads,West
CUST0536,2025-03-01,2025-03,Starter,Monthly,Referral,West
CUST0537,2025-04-05,2025-04,Starter,Monthly,Organic Search,South
CUST0538,2025-04-17,2025-04,Starter,Monthly,Outbound Sales,North
CUST0539,2025-04-03,2025-04,Starter,Monthly,Partner,International
CUST0540,2025-04-01,2025-04,Pro,Annual,Referral,West
CUST0541,2025-04-29,2025-04,Starter,Monthly,Partner,South
CUST0542,2025-04-13,2025-04,Growth,Monthly,Paid Ads,South
CUST0543,2025-04-05,2025-04,Starter,Monthly,Organic Search,South
CUST0544,2025-04-16,2025-04,Starter,Monthly,Organic Search,East
CUST0545,2025-04-21,2025-04,Starter,Monthly,Outbound Sales,International
CUST0546,2025-04-05,2025-04,Growth,Monthly,Referral,North
CUST0547,2025-04-20,2025-04,Enterprise,Monthly,Outbound Sales,East
CUST0548,2025-04-27,2025-04,Starter,Monthly,Partner,South
CUST0549,2025-04-23,2025-04,Starter,Monthly,Paid Ads,West
CUST0550,2025-04-11,2025-04,Starter,Annual,Referral,West
CUST0551,2025-04-11,2025-04,Enterprise,Annual,Outbound Sales,East
CUST0552,2025-04-04,2025-04,Pro,Monthly,Partner,South
CUST0553,2025-04-22,2025-04,Growth,Monthly,Partner,North
CUST0554,2025-04-23,2025-04,Enterprise,Monthly,Paid Ads,West
CUST0555,2025-04-03,2025-04,Pro,Annual,Outbound Sales,West
CUST0556,2025-04-09,2025-04,Starter,Monthly,Paid Ads,West
CUST0557,2025-05-20,2025-05,Pro,Monthly,Outbound Sales,International
CUST0558,2025-05-30,2025-05,Starter,Monthly,Outbound Sales,International
CUST0559,2025-05-23,2025-05,Starter,Annual,Partner,International
CUST0560,2025-05-25,2025-05,Growth,Monthly,Paid Ads,East
CUST0561,2025-05-19,2025-05,Starter,Monthly,Outbound Sales,East
CUST0562,2025-05-01,2025-05,Enterprise,Monthly,Organic Search,East
CUST0563,2025-05-18,2025-05,Starter,Annual,Partner,International
CUST0564,2025-05-15,2025-05,Starter,Monthly,Partner,International
CUST0565,2025-05-16,2025-05,Starter,Annual,Organic Search,East
CUST0566,2025-05-04,2025-05,Starter,Annual,Paid Ads,East
CUST0567,2025-05-07,2025-05,Starter,Monthly,Partner,West
CUST0568,2025-05-24,2025-05,Starter,Monthly,Outbound Sales,East
CUST0569,2025-05-23,2025-05,Starter,Monthly,Organic Search,North
CUST0570,2025-05-22,2025-05,Pro,Monthly,Paid Ads,South
CUST0571,2025-05-11,2025-05,Growth,Monthly,Partner,West
CUST0572,2025-05-13,2025-05,Enterprise,Monthly,Paid Ads,South
CUST0573,2025-05-01,2025-05,Growth,Monthly,Partner,South
CUST0574,2025-05-01,2025-05,Starter,Monthly,Paid Ads,South
CUST0575,2025-05-26,2025-05,Starter,Annual,Organic Search,International
CUST0576,2025-06-06,2025-06,Starter,Annual,Referral,East
CUST0577,2025-06-22,2025-06,Starter,Monthly,Outbound Sales,International
CUST0578,2025-06-13,2025-06,Enterprise,Monthly,Partner,West
CUST0579,2025-06-28,2025-06,Growth,Monthly,Outbound Sales,International
CUST0580,2025-06-26,2025-06,Starter,Monthly,Referral,International
CUST0581,2025-06-11,2025-06,Growth,Monthly,Organic Search,South
CUST0582,2025-06-23,2025-06,Starter,Monthly,Paid Ads,International
CUST0583,2025-06-19,2025-06,Starter,Monthly,Outbound Sales,West
CUST0584,2025-06-23,2025-06,Starter,Monthly,Paid Ads,International
CUST0585,2025-06-06,2025-06,Starter,Monthly,Referral,West
CUST0586,2025-06-01,2025-06,Growth,Annual,Outbound Sales,South
CUST0587,2025-06-18,2025-06,Starter,Monthly,Partner,West
CUST0588,2025-06-23,2025-06,Starter,Monthly,Outbound Sales,West
CUST0589,2025-06-26,2025-06,Starter,Monthly,Paid Ads,East
CUST0590,2025-07-10,2025-07,Starter,Monthly,Paid Ads,West
CUST0591,2025-07-16,2025-07,Growth,Annual,Partner,International
CUST0592,2025-07-25,2025-07,Starter,Monthly,Partner,East
CUST0593,2025-07-25,2025-07,Growth,Annual,Outbound Sales,International
CUST0594,2025-07-24,2025-07,Starter,Monthly,Paid Ads,East
CUST0595,2025-07-09,2025-07,Pro,Monthly,Referral,North
CUST0596,2025-07-25,2025-07,Starter,Annual,Paid Ads,South
CUST0597,2025-07-12,2025-07,Pro,Monthly,Partner,West
CUST0598,2025-07-07,2025-07,Starter,Monthly,Paid Ads,North
CUST0599,2025-07-20,2025-07,Growth,Monthly,Partner,South
CUST0600,2025-07-10,2025-07,Starter,Annual,Partner,East
CUST0601,2025-07-29,2025-07,Enterprise,Monthly,Organic Search,South
CUST0602,2025-07-30,2025-07,Enterprise,Annual,Organic Search,East
CUST0603,2025-07-28,2025-07,Pro,Monthly,Paid Ads,South
CUST0604,2025-07-08,2025-07,Starter,Monthly,Outbound Sales,West
CUST0605,2025-07-21,2025-07,Starter,Monthly,Outbound Sales,West
CUST0606,2025-07-29,2025-07,Growth,Monthly,Organic Search,West
CUST0607,2025-07-30,2025-07,Growth,Monthly,Referral,West
CUST0608,2025-07-01,2025-07,Enterprise,Monthly,Organic Search,West
CUST0609,2025-07-28,2025-07,Growth,Monthly,Organic Search,International
CUST0610,2025-07-27,2025-07,Starter,Annual,Paid Ads,West
CUST0611,2025-07-11,2025-07,Starter,Annual,Partner,International
CUST0612,2025-07-26,2025-07,Starter,Annual,Referral,North
CUST0613,2025-08-27,2025-08,Starter,Monthly,Outbound Sales,North
CUST0614,2025-08-15,2025-08,Starter,Annual,Outbound Sales,North
CUST0615,2025-08-23,2025-08,Enterprise,Monthly,Paid Ads,East
CUST0616,2025-08-09,2025-08,Starter,Annual,Organic Search,East
CUST0617,2025-08-29,2025-08,Starter,Monthly,Paid Ads,North
CUST0618,2025-08-23,2025-08,Starter,Monthly,Paid Ads,West
CUST0619,2025-08-01,2025-08,Growth,Annual,Paid Ads,West
CUST0620,2025-08-17,2025-08,Starter,Monthly,Outbound Sales,North
CUST0621,2025-08-04,2025-08,Starter,Monthly,Outbound Sales,South
CUST0622,2025-09-03,2025-09,Growth,Monthly,Organic Search,North
CUST0623,2025-09-05,2025-09,Starter,Annual,Outbound Sales,South
CUST0624,2025-09-03,2025-09,Growth,Monthly,Partner,International
CUST0625,2025-09-15,2025-09,Starter,Monthly,Referral,South
CUST0626,2025-09-14,2025-09,Growth,Monthly,Partner,West
CUST0627,2025-09-04,2025-09,Pro,Monthly,Paid Ads,North
CUST0628,2025-09-14,2025-09,Growth,Monthly,Referral,South
CUST0629,2025-09-08,2025-09,Starter,Monthly,Partner,International
CUST0630,2025-09-25,2025-09,Growth,Monthly,Organic Search,East
CUST0631,2025-09-07,2025-09,Starter,Monthly,Outbound Sales,East
CUST0632,2025-09-26,2025-09,Growth,Annual,Paid Ads,West
CUST0633,2025-09-21,2025-09,Starter,Monthly,Partner,North
CUST0634,2025-09-12,2025-09,Growth,Annual,Referral,South
CUST0635,2025-09-14,2025-09,Starter,Annual,Referral,International
CUST0636,2025-09-25,2025-09,Growth,Annual,Organic Search,North
CUST0637,2025-10-07,2025-10,Growth,Monthly,Organic Search,North
CUST0638,2025-10-10,2025-10,Enterprise,Monthly,Partner,West
CUST0639,2025-10-21,2025-10,Starter,Monthly,Partner,International
CUST0640,2025-10-10,2025-10,Growth,Monthly,Organic Search,International
CUST0641,2025-10-05,2025-10,Pro,Annual,Partner,East
CUST0642,2025-10-27,2025-10,Starter,Monthly,Organic Search,East
CUST0643,2025-10-28,2025-10,Growth,Annual,Paid Ads,North
CUST0644,2025-10-04,2025-10,Starter,Annual,Outbound Sales,International
CUST0645,2025-10-24,2025-10,Growth,Monthly,Paid Ads,North
CUST0646,2025-10-01,2025-10,Starter,Monthly,Paid Ads,West
CUST0647,2025-10-26,2025-10,Enterprise,Monthly,Referral,South
CUST0648,2025-10-28,2025-10,Starter,Annual,Referral,North
CUST0649,2025-10-26,2025-10,Pro,Monthly,Outbound Sales,East
CUST0650,2025-10-19,2025-10,Growth,Monthly,Organic Search,West
CUST0651,2025-10-16,2025-10,Growth,Monthly,Partner,South
CUST0652,2025-10-04,2025-10,Starter,Monthly,Partner,North
CUST0653,2025-10-02,2025-10,Starter,Monthly,Organic Search,South
CUST0654,2025-10-30,2025-10,Starter,Monthly,Paid Ads,South
CUST0655,2025-10-18,2025-10,Enterprise,Annual,Outbound Sales,South
CUST0656,2025-10-24,2025-10,Starter,Monthly,Referral,East
CUST0657,2025-10-04,2025-10,Pro,Monthly,Partner,North
CUST0658,2025-10-02,2025-10,Starter,Annual,Outbound Sales,North
CUST0659,2025-10-25,2025-10,Pro,Annual,Referral,East
CUST0660,2025-10-12,2025-10,Starter,Monthly,Paid Ads,East
CUST0661,2025-10-20,2025-10,Growth,Monthly,Paid Ads,West
CUST0662,2025-10-25,2025-10,Starter,Annual,Paid Ads,International
CUST0663,2025-10-01,2025-10,Pro,Monthly,Outbound Sales,North
CUST0664,2025-10-27,2025-10,Starter,Monthly,Organic Search,East
CUST0665,2025-10-28,2025-10,Starter,Monthly,Referral,North
CUST0666,2025-10-14,2025-10,Starter,Annual,Outbound Sales,North
CUST0667,2025-11-09,2025-11,Enterprise,Monthly,Organic Search,North
CUST0668,2025-11-17,2025-11,Pro,Annual,Outbound Sales,East
CUST0669,2025-11-19,2025-11,Growth,Annual,Organic Search,International
CUST0670,2025-11-03,2025-11,Starter,Annual,Partner,International
CUST0671,2025-11-05,2025-11,Starter,Monthly,Paid Ads,East
CUST0672,2025-11-26,2025-11,Starter,Monthly,Outbound Sales,East
CUST0673,2025-11-03,2025-11,Starter,Monthly,Paid Ads,South
CUST0674,2025-11-05,2025-11,Pro,Monthly,Organic Search,South
CUST0675,2025-11-04,2025-11,Starter,Monthly,Partner,East
CUST0676,2025-11-10,2025-11,Enterprise,Monthly,Outbound Sales,East
CUST0677,2025-11-26,2025-11,Pro,Monthly,Referral,International
CUST0678,2025-11-11,2025-11,Starter,Annual,Paid Ads,North
CUST0679,2025-11-13,2025-11,Growth,Annual,Partner,North
CUST0680,2025-11-06,2025-11,Growth,Monthly,Organic Search,West
CUST0681,2025-11-18,2025-11,Pro,Monthly,Paid Ads,North
CUST0682,2025-11-05,2025-11,Growth,Annual,Organic Search,North
CUST0683,2025-11-08,2025-11,Starter,Annual,Paid Ads,South
CUST0684,2025-11-21,2025-11,Pro,Monthly,Organic Search,International
CUST0685,2025-11-03,2025-11,Growth,Annual,Organic Search,North
CUST0686,2025-11-26,2025-11,Starter,Monthly,Paid Ads,North
CUST0687,2025-12-11,2025-12,Pro,Annual,Organic Search,North
CUST0688,2025-12-30,2025-12,Enterprise,Monthly,Partner,West
CUST0689,2025-12-01,2025-12,Pro,Monthly,Outbound Sales,West
CUST0690,2025-12-06,2025-12,Starter,Monthly,Referral,East
CUST0691,2025-12-20,2025-12,Starter,Monthly,Partner,International
CUST0692,2025-12-14,2025-12,Starter,Monthly,Partner,West
CUST0693,2025-12-05,2025-12,Starter,Monthly,Outbound Sales,South
CUST0694,2025-12-08,2025-12,Growth,Annual,Partner,North
CUST0695,2025-12-12,2025-12,Enterprise,Annual,Outbound Sales,International
CUST0696,2025-12-19,2025-12,Pro,Monthly,Partner,East
CUST0697,2025-12-11,2025-12,Starter,Monthly,Partner,South
CUST0698,2025-12-09,2025-12,Starter,Annual,Organic Search,West
CUST0699,2025-12-08,2025-12,Growth,Annual,Paid Ads,North
CUST0700,2025-12-18,2025-12,Starter,Monthly,Organic Search,South
CUST0701,2025-12-13,2025-12,Growth,Annual,Referral,South
CUST0702,2025-12-26,2025-12,Starter,Monthly,Referral,International
CUST0703,2025-12-31,2025-12,Starter,Annual,Partner,International
CUST0704,2025-12-27,2025-12,Starter,Annual,Outbound Sales,International
CUST0705,2025-12-03,2025-12,Starter,Monthly,Organic Search,South
CUST0706,2025-12-16,2025-12,Growth,Monthly,Organic Search,East
CUST0707,2025-12-05,2025-12,Pro,Monthly,Referral,South
CUST0708,2025-12-11,2025-12,Pro,Annual,Organic Search,North
