Subscription_Events,,,,,,
event_id,customer_id,event_date,event_type,plan_before,plan_after,mrr_amount
EVT00433,CUST0190,2023-10-08,New,,Pro,4979.17
EVT00434,CUST0191,2023-10-20,New,,Starter,999
EVT00435,CUST0191,2024-02-16,Churn,Starter,,-999
EVT00436,CUST0192,2023-10-26,New,,Pro,5999
EVT00437,CUST0192,2023-11-19,Upgrade,Pro,Enterprise,9000
EVT00438,CUST0193,2023-10-27,New,,Enterprise,14999
EVT00439,CUST0193,2024-02-29,Downgrade,Enterprise,Pro,-9000
EVT00440,CUST0193,2024-11-08,Downgrade,Pro,Growth,-3500
EVT00441,CUST0194,2023-10-19,New,,Growth,2074.17
EVT00442,CUST0195,2023-10-11,New,,Starter,999
EVT00443,CUST0195,2025-03-16,Upgrade,Starter,Growth,1500
EVT00444,CUST0195,2025-11-10,Upgrade,Growth,Pro,3500
EVT00445,CUST0196,2023-10-28,New,,Starter,829.17
EVT00446,CUST0196,2025-12-03,Churn,Starter,,-829.17
EVT00447,CUST0197,2023-10-25,New,,Growth,2499
EVT00448,CUST0197,2023-11-13,Churn,Growth,,-2499
EVT00449,CUST0197,2024-01-17,Reactivation,,Growth,2499
EVT00450,CUST0197,2025-05-19,Churn,Growth,,-2499
EVT00451,CUST0198,2023-10-30,New,,Starter,999
EVT00452,CUST0198,2024-08-29,Upgrade,Starter,Growth,1500
EVT00453,CUST0198,2025-09-17,Churn,Growth,,-2499
EVT00454,CUST0199,2023-10-21,New,,Enterprise,12449.17
EVT00455,CUST0199,2025-07-26,Downgrade,Enterprise,Pro,-7470
EVT00456,CUST0200,2023-10-31,New,,Enterprise,14999
EVT00457,CUST0200,2025-02-19,Downgrade,Enterprise,Pro,-9000
EVT00458,CUST0201,2023-10-15,New,,Pro,4979.17
EVT00459,CUST0202,2023-10-05,New,,Pro,5999
EVT00460,CUST0203,2023-10-09,New,,Starter,829.17
EVT00461,CUST0204,2023-10-28,New,,Growth,2499
EVT00462,CUST0204,2025-05-22,Churn,Growth,,-2499
EVT00463,CUST0205,2023-10-23,New,,Starter,999
EVT00464,CUST0205,2023-12-20,Churn,Starter,,-999
EVT00465,CUST0206,2023-10-21,New,,Starter,999
EVT00466,CUST0206,2025-07-05,Churn,Starter,,-999
EVT00467,CUST0207,2023-10-04,New,,Growth,2499
EVT00468,CUST0207,2024-11-04,Upgrade,Growth,Pro,3500
EVT00469,CUST0208,2023-10-01,New,,Starter,999
EVT00470,CUST0208,2024-10-31,Churn,Starter,,-999
EVT00471,CUST0208,2025-03-06,Reactivation,,Starter,999
EVT00472,CUST0208,2025-05-31,Upgrade,Starter,Growth,1500
EVT00473,CUST0209,2023-10-12,New,,Pro,5999
EVT00474,CUST0210,2023-10-22,New,,Starter,999
EVT00475,CUST0210,2025-04-06,Upgrade,Starter,Growth,1500
EVT00476,CUST0211,2023-10-13,New,,Starter,999
EVT00477,CUST0211,2024-09-07,Churn,Starter,,-999
EVT00478,CUST0212,2023-10-08,New,,Growth,2499
EVT00479,CUST0212,2025-01-26,Downgrade,Growth,Starter,-1500
EVT00480,CUST0212,2025-08-07,Upgrade,Starter,Growth,1500
EVT00481,CUST0213,2023-10-29,New,,Growth,2499
EVT00482,CUST0213,2024-05-05,Downgrade,Growth,Starter,-1500
EVT00483,CUST0213,2024-06-02,Upgrade,Starter,Growth,1500
EVT00484,CUST0213,2025-11-14,Downgrade,Growth,Starter,-1500
EVT00485,CUST0213,2025-12-03,Churn,Starter,,-999
EVT00486,CUST0214,2023-10-15,New,,Growth,2499
EVT00487,CUST0214,2025-03-22,Upgrade,Growth,Pro,3500
EVT00488,CUST0214,2025-05-14,Downgrade,Pro,Growth,-3500
EVT00489,CUST0214,2025-07-07,Churn,Growth,,-2499
EVT00490,CUST0215,2023-10-23,New,,Starter,829.17
EVT00491,CUST0215,2024-02-27,Churn,Starter,,-829.17
EVT00492,CUST0216,2023-10-13,New,,Pro,5999
EVT00493,CUST0216,2023-11-21,Downgrade,Pro,Growth,-3500
EVT00494,CUST0216,2024-01-05,Churn,Growth,,-2499
EVT00495,CUST0217,2023-10-19,New,,Starter,999
EVT00496,CUST0217,2025-04-27,Churn,Starter,,-999
EVT00497,CUST0217,2025-10-09,Reactivation,,Starter,999
EVT00498,CUST0218,2023-11-13,New,,Starter,829.17
EVT00499,CUST0218,2025-06-11,Churn,Starter,,-829.17
EVT00500,CUST0219,2023-11-24,New,,Growth,2499
EVT00501,CUST0219,2025-10-30,Downgrade,Growth,Starter,-1500
EVT00502,CUST0220,2023-11-29,New,,Growth,2074.17
EVT00503,CUST0221,2023-11-21,New,,Growth,2499
EVT00504,CUST0222,2023-11-25,New,,Starter,829.17
EVT00505,CUST0222,2023-12-24,Churn,Starter,,-829.17
EVT00506,CUST0223,2023-11-10,New,,Pro,5999
EVT00507,CUST0223,2024-10-30,Downgrade,Pro,Growth,-3500
EVT00508,CUST0223,2025-05-26,Upgrade,Growth,Pro,3500
EVT00509,CUST0224,2023-11-03,New,,Growth,2074.17
EVT00510,CUST0224,2024-10-03,Downgrade,Growth,Starter,-1245
EVT00511,CUST0225,2023-11-05,New,,Growth,2499
EVT00512,CUST0225,2025-04-03,Upgrade,Growth,Pro,3500
EVT00513,CUST0226,2023-11-27,New,,Growth,2074.17
EVT00514,CUST0226,2025-06-13,Downgrade,Growth,Starter,-1245
EVT00515,CUST0227,2023-11-26,New,,Pro,4979.17
EVT00516,CUST0227,2024-10-18,Downgrade,Pro,Growth,-2905
EVT00517,CUST0227,2025-05-13,Churn,Growth,,-2074.17
EVT00518,CUST0228,2023-11-03,New,,Pro,5999
EVT00519,CUST0229,2023-11-13,New,,Pro,4979.17
EVT00520,CUST0229,2023-12-18,Churn,Pro,,-4979.17
EVT00521,CUST0230,2023-11-09,New,,Starter,999
EVT00522,CUST0230,2024-12-11,Upgrade,Starter,Growth,1500
EVT00523,CUST0230,2025-07-28,Downgrade,Growth,Starter,-1500
EVT00524,CUST0231,2023-11-22,New,,Growth,2499
EVT00525,CUST0231,2024-03-09,Churn,Growth,,-2499
EVT00526,CUST0231,2024-09-15,Reactivation,,Growth,2499
EVT00527,CUST0232,2023-11-12,New,,Starter,999
EVT00528,CUST0232,2024-01-30,Churn,Starter,,-999
EVT00529,CUST0233,2023-11-18,New,,Growth,2499
EVT00530,CUST0234,2023-11-27,New,,Starter,999
EVT00531,CUST0234,2025-02-28,Churn,Starter,,-999
EVT00532,CUST0235,2023-11-02,New,,Growth,2499
EVT00533,CUST0236,2023-11-08,New,,Enterprise,14999
EVT00534,CUST0236,2024-05-01,Downgrade,Enterprise,Pro,-9000
EVT00535,CUST0237,2023-11-24,New,,Starter,999
EVT00536,CUST0237,2024-02-26,Churn,Starter,,-999
EVT00537,CUST0238,2023-11-29,New,,Growth,2074.17
EVT00538,CUST0239,2023-11-09,New,,Pro,5999
EVT00539,CUST0239,2024-04-23,Churn,Pro,,-5999
EVT00540,CUST0240,2023-12-08,New,,Starter,999
EVT00541,CUST0240,2024-03-20,Upgrade,Starter,Growth,1500
EVT00542,CUST0240,2025-01-19,Downgrade,Growth,Starter,-1500
EVT00543,CUST0241,2023-12-29,New,,Enterprise,14999
EVT00544,CUST0241,2024-12-17,Downgrade,Enterprise,Pro,-9000
EVT00545,CUST0242,2023-12-04,New,,Starter,999
EVT00546,CUST0242,2024-12-26,Churn,Starter,,-999
EVT00547,CUST0242,2025-05-04,Reactivation,,Starter,999
EVT00548,CUST0243,2023-12-20,New,,Growth,2499
EVT00549,CUST0243,2024-06-14,Downgrade,Growth,Starter,-1500
EVT00550,CUST0243,2025-03-05,Upgrade,Starter,Growth,1500
EVT00551,CUST0244,2023-12-05,New,,Pro,5999
EVT00552,CUST0245,2023-12-07,New,,Starter,829.17
EVT00553,CUST0246,2023-12-25,New,,Pro,5999
EVT00554,CUST0246,2024-10-05,Upgrade,Pro,Enterprise,9000
EVT00555,CUST0247,2023-12-05,New,,Starter,829.17
EVT00556,CUST0248,2023-12-22,New,,Starter,999
EVT00557,CUST0249,2023-12-08,New,,Starter,829.17
EVT00558,CUST0249,2025-03-19,Upgrade,Starter,Growth,1245
EVT00559,CUST0249,2025-05-19,Downgrade,Growth,Starter,-1245
EVT00560,CUST0249,2025-12-19,Upgrade,Starter,Growth,1245
EVT00561,CUST0250,2023-12-05,New,,Starter,999
EVT00562,CUST0250,2025-12-25,Upgrade,Starter,Growth,1500
EVT00563,CUST0251,2023-12-15,New,,Starter,999
EVT00564,CUST0251,2024-09-04,Churn,Starter,,-999
EVT00565,CUST0252,2023-12-08,New,,Growth,2499
EVT00566,CUST0252,2024-04-30,Downgrade,Growth,Starter,-1500
EVT00567,CUST0252,2024-06-04,Churn,Starter,,-999
EVT00568,CUST0253,2023-12-22,New,,Growth,2074.17
EVT00569,CUST0253,2025-07-19,Churn,Growth,,-2074.17
EVT00570,CUST0254,2023-12-02,New,,Growth,2074.17
EVT00571,CUST0254,2025-10-25,Downgrade,Growth,Starter,-1245
EVT00572,CUST0255,2023-12-23,New,,Starter,999
EVT00573,CUST0255,2024-07-04,Upgrade,Starter,Growth,1500
EVT00574,CUST0255,2025-02-26,Churn,Growth,,-2499
EVT00575,CUST0256,2023-12-05,New,,Pro,5999
EVT00576,CUST0256,2024-10-10,Downgrade,Pro,Growth,-3500
EVT00577,CUST0257,2023-12-18,New,,Starter,999
EVT00578,CUST0257,2024-01-28,Upgrade,Starter,Growth,1500
EVT00579,CUST0257,2025-07-18,Downgrade,Growth,Starter,-1500
EVT00580,CUST0258,2024-01-15,New,,Enterprise,14999
EVT00581,CUST0258,2024-04-29,Churn,Enterprise,,-14999
EVT00582,CUST0259,2024-01-04,New,,Starter,829.17
EVT00583,CUST0259,2025-09-12,Upgrade,Starter,Growth,1245
EVT00584,CUST0260,2024-01-14,New,,Starter,829.17
EVT00585,CUST0260,2024-06-29,Churn,Starter,,-829.17
EVT00586,CUST0261,2024-01-11,New,,Starter,829.17
EVT00587,CUST0261,2025-01-14,Upgrade,Starter,Growth,1245
EVT00588,CUST0261,2025-02-09,Downgrade,Growth,Starter,-1245
EVT00589,CUST0262,2024-01-05,New,,Growth,2499
EVT00590,CUST0262,2024-07-13,Downgrade,Growth,Starter,-1500
EVT00591,CUST0262,2024-08-21,Churn,Starter,,-999
EVT00592,CUST0263,2024-01-14,New,,Starter,999
EVT00593,CUST0263,2024-09-16,Churn,Starter,,-999
EVT00594,CUST0264,2024-01-19,New,,Pro,5999
EVT00595,CUST0265,2024-01-12,New,,Starter,999
EVT00596,CUST0265,2025-03-19,Churn,Starter,,-999
EVT00597,CUST0265,2025-09-16,Reactivation,,Starter,999
EVT00598,CUST0266,2024-01-12,New,,Enterprise,14999
EVT00599,CUST0266,2024-05-02,Churn,Enterprise,,-14999
EVT00600,CUST0267,2024-01-16,New,,Growth,2499
EVT00601,CUST0268,2024-01-04,New,,Starter,999
EVT00602,CUST0268,2024-07-06,Upgrade,Starter,Growth,1500
EVT00603,CUST0268,2024-08-09,Churn,Growth,,-2499
EVT00604,CUST0269,2024-01-18,New,,Starter,999
EVT00605,CUST0269,2025-10-13,Churn,Starter,,-999
EVT00606,CUST0270,2024-01-20,New,,Growth,2499
EVT00607,CUST0270,2025-02-05,Upgrade,Growth,Pro,3500
EVT00608,CUST0271,2024-01-10,New,,Starter,829.17
EVT00609,CUST0271,2024-05-20,Upgrade,Starter,Growth,1245
EVT00610,CUST0271,2024-07-20,Downgrade,Growth,Starter,-1245
EVT00611,CUST0272,2024-01-19,New,,Starter,829.17
EVT00612,CUST0273,2024-01-01,New,,Starter,999
EVT00613,CUST0273,2025-01-22,Upgrade,Starter,Growth,1500
EVT00614,CUST0273,2025-07-23,Upgrade,Growth,Pro,3500
EVT00615,CUST0273,2025-08-13,Upgrade,Pro,Enterprise,9000
EVT00616,CUST0273,2025-12-02,Downgrade,Enterprise,Pro,-9000
EVT00617,CUST0274,2024-01-11,New,,Starter,999
EVT00618,CUST0274,2024-02-13,Churn,Starter,,-999
EVT00619,CUST0275,2024-01-31,New,,Starter,999
EVT00620,CUST0276,2024-01-06,New,,Starter,999
EVT00621,CUST0277,2024-01-22,New,,Growth,2499
EVT00622,CUST0278,2024-01-07,New,,Growth,2499
EVT00623,CUST0279,2024-01-22,New,,Starter,999
EVT00624,CUST0279,2024-05-29,Upgrade,Starter,Growth,1500
EVT00625,CUST0280,2024-02-08,New,,Growth,2499
EVT00626,CUST0280,2025-02-11,Churn,Growth,,-2499
EVT00627,CUST0281,2024-02-07,New,,Starter,999
EVT00628,CUST0281,2024-09-23,Churn,Starter,,-999
EVT00629,CUST0282,2024-02-16,New,,Starter,999
EVT00630,CUST0282,2025-04-08,Churn,Starter,,-999
EVT00631,CUST0282,2025-06-24,Reactivation,,Starter,999
EVT00632,CUST0283,2024-02-08,New,,Starter,999
EVT00633,CUST0284,2024-02-03,New,,Pro,4979.17
EVT00634,CUST0285,2024-02-03,New,,Starter,999
EVT00635,CUST0285,2025-02-16,Churn,Starter,,-999
EVT00636,CUST0286,2024-02-21,New,,Starter,999
EVT00637,CUST0286,2024-08-30,Churn,Starter,,-999
EVT00638,CUST0287,2024-02-11,New,,Starter,999
EVT00639,CUST0287,2024-11-09,Upgrade,Starter,Growth,1500
EVT00640,CUST0287,2025-01-29,Upgrade,Growth,Pro,3500
EVT00641,CUST0288,2024-02-12,New,,Growth,2499
EVT00642,CUST0288,2024-06-12,Upgrade,Growth,Pro,3500
EVT00643,CUST0288,2024-11-01,Upgrade,Pro,Enterprise,9000
EVT00644,CUST0289,2024-02-19,New,,Pro,5999
EVT00645,CUST0289,2024-08-11,Upgrade,Pro,Enterprise,9000
EVT00646,CUST0290,2024-02-24,New,,Starter,829.17
EVT00647,CUST0291,2024-02-17,New,,Starter,999
EVT00648,CUST0291,2024-04-27,Churn,Starter,,-999
EVT00649,CUST0292,2024-02-12,New,,Growth,2074.17
EVT00650,CUST0292,2025-03-26,Upgrade,Growth,Pro,2905
EVT00651,CUST0292,2025-12-10,Upgrade,Pro,Enterprise,7470
EVT00652,CUST0293,2024-02-07,New,,Starter,999
EVT00653,CUST0293,2025-03-10,Churn,Starter,,-999
EVT00654,CUST0294,2024-02-03,New,,Starter,829.17
EVT00655,CUST0294,2024-03-09,Churn,Starter,,-829.17
EVT00656,CUST0295,2024-02-19,New,,Growth,2499
EVT00657,CUST0295,2024-08-27,Downgrade,Growth,Starter,-1500
EVT00658,CUST0295,2025-05-16,Churn,Starter,,-999
EVT00659,CUST0296,2024-03-11,New,,Growth,2074.17
EVT00660,CUST0296,2024-09-28,Upgrade,Growth,Pro,2905
EVT00661,CUST0297,2024-03-21,New,,Starter,999
EVT00662,CUST0297,2025-07-23,Churn,Starter,,-999
EVT00663,CUST0298,2024-03-03,New,,Growth,2499
EVT00664,CUST0298,2025-03-22,Downgrade,Growth,Starter,-1500
EVT00665,CUST0299,2024-03-27,New,,Growth,2499
EVT00666,CUST0300,2024-03-03,New,,Growth,2074.17
EVT00667,CUST0300,2024-08-04,Downgrade,Growth,Starter,-1245
EVT00668,CUST0300,2025-06-28,Upgrade,Starter,Growth,1245
EVT00669,CUST0301,2024-03-18,New,,Growth,2499
EVT00670,CUST0301,2024-04-08,Churn,Growth,,-2499
EVT00671,CUST0301,2024-07-10,Reactivation,,Growth,2499
EVT00672,CUST0301,2025-01-24,Churn,Growth,,-2499
EVT00673,CUST0302,2024-03-07,New,,Pro,5999
EVT00674,CUST0302,2024-12-15,Downgrade,Pro,Growth,-3500
EVT00675,CUST0303,2024-03-02,New,,Growth,2499
EVT00676,CUST0303,2025-02-25,Downgrade,Growth,Starter,-1500
EVT00677,CUST0304,2024-03-23,New,,Pro,4979.17
EVT00678,CUST0305,2024-03-23,New,,Growth,2499
EVT00679,CUST0305,2024-12-27,Upgrade,Growth,Pro,3500
EVT00680,CUST0305,2025-03-11,Churn,Pro,,-5999
EVT00681,CUST0306,2024-03-12,New,,Growth,2499
EVT00682,CUST0306,2024-12-09,Downgrade,Growth,Starter,-1500
EVT00683,CUST0307,2024-03-22,New,,Starter,829.17
EVT00684,CUST0308,2024-03-03,New,,Pro,5999
EVT00685,CUST0308,2024-10-24,Upgrade,Pro,Enterprise,9000
EVT00686,CUST0309,2024-03-09,New,,Growth,2499
EVT00687,CUST0309,2024-10-14,Churn,Growth,,-2499
EVT00688,CUST0310,2024-03-05,New,,Starter,999
EVT00689,CUST0311,2024-03-13,New,,Enterprise,14999
EVT00690,CUST0312,2024-03-18,New,,Growth,2499
EVT00691,CUST0313,2024-03-27,New,,Pro,5999
EVT00692,CUST0313,2025-05-20,Upgrade,Pro,Enterprise,9000
EVT00693,CUST0314,2024-04-12,New,,Growth,2499
EVT00694,CUST0314,2024-09-21,Downgrade,Growth,Starter,-1500
EVT00695,CUST0314,2024-10-03,Churn,Starter,,-999
EVT00696,CUST0314,2025-01-15,Reactivation,,Starter,999
EVT00697,CUST0315,2024-04-11,New,,Starter,829.17
EVT00698,CUST0315,2024-12-07,Churn,Starter,,-829.17
EVT00699,CUST0316,2024-04-03,New,,Starter,999
EVT00700,CUST0316,2024-07-30,Churn,Starter,,-999
EVT00701,CUST0317,2024-04-24,New,,Growth,2499
EVT00702,CUST0317,2024-08-27,Churn,Growth,,-2499
EVT00703,CUST0317,2025-01-24,Reactivation,,Growth,2499
EVT00704,CUST0318,2024-04-20,New,,Growth,2074.17
EVT00705,CUST0318,2024-05-16,Churn,Growth,,-2074.17
EVT00706,CUST0319,2024-04-27,New,,Starter,999
EVT00707,CUST0320,2024-04-12,New,,Growth,2499
EVT00708,CUST0320,2025-02-25,Churn,Growth,,-2499
EVT00709,CUST0321,2024-04-26,New,,Growth,2074.17
EVT00710,CUST0322,2024-04-26,New,,Growth,2499
EVT00711,CUST0322,2025-09-17,Churn,Growth,,-2499
EVT00712,CUST0323,2024-04-15,New,,Starter,829.17
EVT00713,CUST0324,2024-04-14,New,,Pro,5999
EVT00714,CUST0324,2024-05-28,Churn,Pro,,-5999
EVT00715,CUST0325,2024-04-09,New,,Pro,5999
EVT00716,CUST0326,2024-05-04,New,,Pro,5999
EVT00717,CUST0327,2024-05-09,New,,Starter,829.17
EVT00718,CUST0327,2025-01-12,Upgrade,Starter,Growth,1245
EVT00719,CUST0327,2025-07-27,Churn,Growth,,-2074.17
EVT00720,CUST0327,2025-09-17,Reactivation,,Growth,2074.17
EVT00721,CUST0328,2024-05-31,New,,Starter,999
EVT00722,CUST0329,2024-05-14,New,,Pro,4979.17
EVT00723,CUST0329,2024-09-26,Churn,Pro,,-4979.17
EVT00724,CUST0330,2024-05-03,New,,Growth,2499
EVT00725,CUST0330,2024-09-06,Upgrade,Growth,Pro,3500
EVT00726,CUST0331,2024-05-27,New,,Starter,829.17
EVT00727,CUST0331,2024-09-03,Upgrade,Starter,Growth,1245
EVT00728,CUST0332,2024-05-27,New,,Starter,999
EVT00729,CUST0332,2025-07-10,Upgrade,Starter,Growth,1500
EVT00730,CUST0332,2025-11-23,Downgrade,Growth,Starter,-1500
EVT00731,CUST0333,2024-05-20,New,,Pro,5999
EVT00732,CUST0333,2024-08-17,Upgrade,Pro,Enterprise,9000
EVT00733,CUST0333,2025-05-13,Downgrade,Enterprise,Pro,-9000
EVT00734,CUST0334,2024-05-05,New,,Starter,999
EVT00735,CUST0335,2024-05-10,New,,Growth,2499
EVT00736,CUST0336,2024-05-21,New,,Starter,999
EVT00737,CUST0336,2024-08-05,Upgrade,Starter,Growth,1500
EVT00738,CUST0336,2024-09-25,Upgrade,Growth,Pro,3500
EVT00739,CUST0337,2024-05-16,New,,Starter,829.17
EVT00740,CUST0338,2024-05-08,New,,Starter,999
EVT00741,CUST0339,2024-05-08,New,,Starter,999
EVT00742,CUST0339,2025-07-28,Churn,Starter,,-999
EVT00743,CUST0340,2024-06-17,New,,Starter,999
EVT00744,CUST0340,2024-08-17,Churn,Starter,,-999
EVT00745,CUST0341,2024-06-26,New,,Enterprise,14999
EVT00746,CUST0341,2025-07-29,Downgrade,Enterprise,Pro,-9000
EVT00747,CUST0342,2024-06-02,New,,Starter,829.17
EVT00748,CUST0343,2024-06-26,New,,Starter,999
EVT00749,CUST0343,2024-12-19,Churn,Starter,,-999
EVT00750,CUST0344,2024-06-04,New,,Starter,999
EVT00751,CUST0344,2025-03-01,Upgrade,Starter,Growth,1500
EVT00752,CUST0345,2024-06-11,New,,Starter,999
EVT00753,CUST0345,2025-03-06,Churn,Starter,,-999
EVT00754,CUST0346,2024-06-06,New,,Enterprise,14999
EVT00755,CUST0346,2024-08-07,Churn,Enterprise,,-14999
EVT00756,CUST0347,2024-06-02,New,,Growth,2074.17
EVT00757,CUST0348,2024-06-02,New,,Starter,999
EVT00758,CUST0348,2024-09-29,Churn,Starter,,-999
EVT00759,CUST0349,2024-06-18,New,,Growth,2074.17
EVT00760,CUST0349,2024-07-27,Upgrade,Growth,Pro,2905
EVT00761,CUST0349,2025-05-07,Upgrade,Pro,Enterprise,7470
EVT00762,CUST0350,2024-06-10,New,,Starter,999
EVT00763,CUST0350,2025-07-27,Churn,Starter,,-999
EVT00764,CUST0350,2025-09-08,Reactivation,,Starter,999
EVT00765,CUST0351,2024-06-04,New,,Pro,5999
EVT00766,CUST0351,2025-04-02,Downgrade,Pro,Growth,-3500
EVT00767,CUST0352,2024-06-29,New,,Pro,4979.17
EVT00768,CUST0352,2025-02-15,Upgrade,Pro,Enterprise,7470
EVT00769,CUST0353,2024-06-16,New,,Enterprise,14999
EVT00770,CUST0353,2025-01-02,Downgrade,Enterprise,Pro,-9000
EVT00771,CUST0353,2025-09-30,Churn,Pro,,-5999
EVT00772,CUST0354,2024-06-14,New,,Starter,999
EVT00773,CUST0354,2024-08-12,Churn,Starter,,-999
EVT00774,CUST0354,2024-11-09,Reactivation,,Starter,999
EVT00775,CUST0355,2024-06-18,New,,Growth,2074.17
EVT00776,CUST0356,2024-06-10,New,,Starter,999
EVT00777,CUST0356,2025-10-12,Upgrade,Starter,Growth,1500
EVT00778,CUST0357,2024-07-23,New,,Growth,2499
EVT00779,CUST0357,2024-08-27,Downgrade,Growth,Starter,-1500
EVT00780,CUST0357,2025-03-15,Churn,Starter,,-999
EVT00781,CUST0358,2024-07-30,New,,Starter,829.17
EVT00782,CUST0358,2024-11-17,Upgrade,Starter,Growth,1245
EVT00783,CUST0358,2025-12-13,Downgrade,Growth,Starter,-1245
EVT00784,CUST0359,2024-07-26,New,,Enterprise,14999
EVT00785,CUST0360,2024-07-17,New,,Growth,2499
EVT00786,CUST0360,2025-09-21,Churn,Growth,,-2499
EVT00787,CUST0361,2024-07-26,New,,Starter,999
EVT00788,CUST0361,2024-12-30,Churn,Starter,,-999
EVT00789,CUST0362,2024-07-21,New,,Starter,999
EVT00790,CUST0363,2024-07-20,New,,Starter,999
EVT00791,CUST0363,2025-02-04,Upgrade,Starter,Growth,1500
EVT00792,CUST0363,2025-09-22,Downgrade,Growth,Starter,-1500
EVT00793,CUST0364,2024-07-25,New,,Enterprise,14999
EVT00794,CUST0365,2024-07-11,New,,Starter,999
EVT00795,CUST0365,2025-10-01,Churn,Starter,,-999
EVT00796,CUST0366,2024-07-06,New,,Enterprise,14999
EVT00797,CUST0366,2025-02-08,Churn,Enterprise,,-14999
EVT00798,CUST0367,2024-07-09,New,,Starter,999
EVT00799,CUST0367,2024-11-12,Upgrade,Starter,Growth,1500
EVT00800,CUST0368,2024-07-23,New,,Starter,999
EVT00801,CUST0369,2024-07-15,New,,Starter,829.17
EVT00802,CUST0369,2025-04-16,Upgrade,Starter,Growth,1245
EVT00803,CUST0370,2024-07-31,New,,Enterprise,12449.17
EVT00804,CUST0371,2024-07-10,New,,Growth,2499
EVT00805,CUST0372,2024-07-21,New,,Growth,2074.17
EVT00806,CUST0372,2025-05-20,Downgrade,Growth,Starter,-1245
EVT00807,CUST0372,2025-10-15,Upgrade,Starter,Growth,1245
EVT00808,CUST0373,2024-07-07,New,,Growth,2499
EVT00809,CUST0373,2024-09-06,Upgrade,Growth,Pro,3500
EVT00810,CUST0373,2024-10-31,Downgrade,Pro,Growth,-3500
EVT00811,CUST0373,2025-08-28,Upgrade,Growth,Pro,3500
EVT00812,CUST0374,2024-07-18,New,,Pro,5999
EVT00813,CUST0375,2024-07-05,New,,Growth,2074.17
EVT00814,CUST0376,2024-07-23,New,,Starter,999
EVT00815,CUST0376,2025-04-16,Churn,Starter,,-999
EVT00816,CUST0377,2024-07-19,New,,Starter,999
EVT00817,CUST0378,2024-08-15,New,,Enterprise,14999
EVT00818,CUST0379,2024-08-25,New,,Starter,829.17
EVT00819,CUST0379,2025-07-19,Upgrade,Starter,Growth,1245
EVT00820,CUST0380,2024-08-14,New,,Starter,829.17
EVT00821,CUST0381,2024-08-10,New,,Pro,5999
EVT00822,CUST0381,2025-05-18,Upgrade,Pro,Enterprise,9000
EVT00823,CUST0382,2024-08-12,New,,Starter,829.17
EVT00824,CUST0382,2024-12-12,Churn,Starter,,-829.17
EVT00825,CUST0383,2024-08-21,New,,Pro,5999
EVT00826,CUST0384,2024-08-18,New,,Starter,999
EVT00827,CUST0384,2024-11-12,Churn,Starter,,-999
EVT00828,CUST0385,2024-08-19,New,,Growth,2499
EVT00829,CUST0386,2024-08-20,New,,Growth,2074.17
EVT00830,CUST0387,2024-08-03,New,,Starter,829.17
EVT00831,CUST0387,2025-05-06,Churn,Starter,,-829.17
EVT00832,CUST0388,2024-08-19,New,,Starter,999
EVT00833,CUST0389,2024-08-21,New,,Growth,2499
EVT00834,CUST0389,2024-09-27,Upgrade,Growth,Pro,3500
EVT00835,CUST0389,2025-08-29,Upgrade,Pro,Enterprise,9000
EVT00836,CUST0390,2024-08-08,New,,Growth,2499
EVT00837,CUST0391,2024-08-06,New,,Growth,2499
EVT00838,CUST0391,2025-08-09,Upgrade,Growth,Pro,3500
EVT00839,CUST0392,2024-08-20,New,,Growth,2499
EVT00840,CUST0393,2024-08-28,New,,Pro,5999
EVT00841,CUST0394,2024-09-18,New,,Starter,999
EVT00842,CUST0394,2025-07-24,Churn,Starter,,-999
EVT00843,CUST0395,2024-09-15,New,,Starter,999
EVT00844,CUST0396,2024-09-13,New,,Starter,999
EVT00845,CUST0396,2024-10-27,Churn,Starter,,-999
EVT00846,CUST0397,2024-09-06,New,,Starter,829.17
EVT00847,CUST0398,2024-09-06,New,,Growth,2499
EVT00848,CUST0399,2024-09-16,New,,Growth,2074.17
EVT00849,CUST0400,2024-09-08,New,,Enterprise,14999
EVT00850,CUST0401,2024-09-16,New,,Starter,999
EVT00851,CUST0402,2024-09-04,New,,Starter,999
EVT00852,CUST0403,2024-09-25,New,,Pro,4979.17
EVT00853,CUST0403,2024-11-23,Upgrade,Pro,Enterprise,7470
EVT00854,CUST0403,2025-04-03,Churn,Enterprise,,-12449.17
EVT00855,CUST0404,2024-09-18,New,,Starter,999
EVT00856,CUST0404,2025-10-10,Churn,Starter,,-999
EVT00857,CUST0405,2024-09-17,New,,Growth,2499
EVT00858,CUST0405,2025-04-01,Upgrade,Growth,Pro,3500
EVT00859,CUST0406,2024-09-22,New,,Starter,829.17
EVT00860,CUST0407,2024-09-12,New,,Starter,999
EVT00861,CUST0407,2025-02-13,Churn,Starter,,-999
EVT00862,CUST0407,2025-04-06,Reactivation,,Starter,999
EVT00863,CUST0408,2024-09-07,New,,Enterprise,12449.17
EVT00864,CUST0409,2024-09-02,New,,Starter,999
EVT00865,CUST0410,2024-09-05,New,,Pro,5999
EVT00866,CUST0411,2024-09-11,New,,Starter,829.17
EVT00867,CUST0412,2024-09-10,New,,Enterprise,12449.17
EVT00868,CUST0412,2025-10-28,Downgrade,Enterprise,Pro,-7470
EVT00869,CUST0412,2025-11-19,Upgrade,Pro,Enterprise,7470
